Election,Party,environment,constituency,Election Date,Year Before Election,yearly_avg_tavg,yearly_avg_tmin,yearly_avg_tmax,yearly_avg_prcp,yearly_avg_wspd,yearly_avg_pres,yearly_avg_tsun
2015 General Election, Green Party,41,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,3,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Conservative Party,10,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Labour Party,3,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,5,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,8,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Conservative Party,0,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Green Party,24,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Green Party,32,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Conservative Party,3,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, UK Independence Party,0,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Green Party,16,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Conservative Party,2,bath,2015-05-07,2014-05-07,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2017 General Election, Liberal Democrats,3,bath,2017-06-08,2016-06-08,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2017 General Election, Liberal Democrats,0,bath,2017-06-08,2016-06-08,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2019 General Election, Liberal Democrats,1,bath,2019-12-12,2018-12-12,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2019 General Election, Conservative Party,1,bath,2019-12-12,2018-12-12,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2019 General Election, Labour Party,7,bath,2019-12-12,2018-12-12,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2019 General Election, Labour Party,3,bath,2019-12-12,2018-12-12,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2019 General Election, Liberal Democrats,2,bath,2019-12-12,2018-12-12,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2019 General Election, Liberal Democrats,0,bath,2019-12-12,2018-12-12,9.566666666666668,6.033333333333334,13.024999999999999,63.833333333333336,15.0625,1013.9083333333332,8520.0
2015 General Election, Labour Party,2,bristol north west,2015-05-07,2014-05-07,12.280000000000001,9.24,15.4,,17.080000000000002,,
2015 General Election, Conservative Party,0,bristol north west,2015-05-07,2014-05-07,12.280000000000001,9.24,15.4,,17.080000000000002,,
2015 General Election, Labour Party,1,bristol north west,2015-05-07,2014-05-07,12.280000000000001,9.24,15.4,,17.080000000000002,,
2015 General Election, UK Independence Party,1,bristol north west,2015-05-07,2014-05-07,12.280000000000001,9.24,15.4,,17.080000000000002,,
2015 General Election, UK Independence Party,0,bristol north west,2015-05-07,2014-05-07,12.280000000000001,9.24,15.4,,17.080000000000002,,
2015 General Election, Green Party,20,bristol north west,2015-05-07,2014-05-07,12.280000000000001,9.24,15.4,,17.080000000000002,,
2010 General Election, Labour Party,0,bristol south,2010-05-06,2009-05-06,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2010 General Election, Conservative Party,1,bristol south,2010-05-06,2009-05-06,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2010 General Election, Green Party,25,bristol south,2010-05-06,2009-05-06,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2010 General Election, Labour Party,1,bristol south,2010-05-06,2009-05-06,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2010 General Election, Liberal Democrats,2,bristol south,2010-05-06,2009-05-06,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2010 General Election, Conservative Party,5,bristol south,2010-05-06,2009-05-06,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2015 General Election, UK Independence Party,0,bristol south,2015-05-07,2014-05-07,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2015 General Election, Conservative Party,1,bristol south,2015-05-07,2014-05-07,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2015 General Election, Green Party,8,bristol south,2015-05-07,2014-05-07,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2015 General Election, Labour Party,0,bristol south,2015-05-07,2014-05-07,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2015 General Election, Labour Party,1,bristol south,2015-05-07,2014-05-07,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2017 General Election, Labour Party,0,bristol south,2017-06-08,2016-06-08,9.566666666666666,5.941666666666667,13.066666666666666,63.833333333333336,14.5,1013.9083333333334,8520.0
2010 General Election, Conservative Party,2,beaconsfield,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2010 General Election, UK Independence Party,0,beaconsfield,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2010 General Election, Conservative Party,6,beaconsfield,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2010 General Election, Liberal Democrats,2,beaconsfield,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2017 General Election, Liberal Democrats,0,beaconsfield,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2017 General Election, UK Independence Party,3,beaconsfield,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2019 General Election, Conservative Party,6,beaconsfield,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2019 General Election, Labour Party,4,beaconsfield,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2019 General Election, Conservative Party,0,beaconsfield,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2019 General Election, Conservative Party,2,beaconsfield,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2015 General Election, UK Independence Party,1,beaconsfield,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2015 General Election, Conservative Party,4,beaconsfield,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.64166666666667,57.416666666666664,13.937500000000004,1013.6166666666666,7185.0
2010 General Election, Labour Party,6,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Liberal Democrats,0,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Liberal Democrats,1,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Green Party,22,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Conservative Party,4,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Liberal Democrats,3,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Liberal Democrats,4,bristol west,2010-05-06,2009-05-06,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Labour Party,1,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,16,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Labour Party,0,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Labour Party,5,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,0,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,10,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,2,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,6,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,17,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,11,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,14,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,15,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,13,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Labour Party,9,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,12,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Labour Party,2,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, UK Independence Party,0,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Conservative Party,0,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,7,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,11,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,13,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,1,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,25,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,8,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Liberal Democrats,5,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,6,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Conservative Party,3,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2015 General Election, Green Party,23,bristol west,2015-05-07,2014-05-07,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Liberal Democrats,0,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Labour Party,4,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Labour Party,3,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Green Party,6,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Green Party,10,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Labour Party,7,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Green Party,21,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Green Party,4,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Green Party,13,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2017 General Election, Conservative Party,1,bristol west,2017-06-08,2016-06-08,9.566666666666668,5.941666666666667,13.066666666666666,63.833333333333336,14.500000000000002,1013.9083333333332,8520.0
2010 General Election, Conservative Party,0,blackburn,2010-05-06,2009-05-06,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2010 General Election, Labour Party,1,blackburn,2010-05-06,2009-05-06,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2010 General Election, Conservative Party,1,blackburn,2010-05-06,2009-05-06,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2010 General Election, Liberal Democrats,0,blackburn,2010-05-06,2009-05-06,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2010 General Election, Labour Party,3,blackburn,2010-05-06,2009-05-06,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2015 General Election, Labour Party,0,blackburn,2015-05-07,2014-05-07,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2015 General Election, Conservative Party,4,blackburn,2015-05-07,2014-05-07,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2015 General Election, Conservative Party,1,blackburn,2015-05-07,2014-05-07,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2015 General Election, Conservative Party,0,blackburn,2015-05-07,2014-05-07,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2015 General Election, UK Independence Party,0,blackburn,2015-05-07,2014-05-07,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2019 General Election, Green Party,19,blackburn,2019-12-12,2018-12-12,9.241666666666665,6.233333333333333,11.583333333333334,,17.84,1014.2749999999999,
2017 General Election, Labour Party,0,bexleyheath and crayford,2017-06-08,2016-06-08,11.80909090909091,8.145454545454545,15.554545454545451,,13.389999999999997,1019.1222222222223,
2017 General Election, Labour Party,1,bexleyheath and crayford,2017-06-08,2016-06-08,11.80909090909091,8.145454545454545,15.554545454545451,,13.389999999999997,1019.1222222222223,
2010 General Election, Conservative Party,4,broxbourne,2010-05-06,2009-05-06,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2010 General Election, UK Independence Party,0,broxbourne,2010-05-06,2009-05-06,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2010 General Election, Labour Party,0,broxbourne,2010-05-06,2009-05-06,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2015 General Election, Conservative Party,12,broxbourne,2015-05-07,2014-05-07,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2015 General Election, Conservative Party,0,broxbourne,2015-05-07,2014-05-07,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2015 General Election, Labour Party,0,broxbourne,2015-05-07,2014-05-07,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2019 General Election, Conservative Party,2,broxbourne,2019-12-12,2018-12-12,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2019 General Election, Liberal Democrats,8,broxbourne,2019-12-12,2018-12-12,11.124999999999998,7.512499999999998,14.750000000000004,,14.080000000000004,1015.3500000000001,
2010 General Election, Labour Party,0,blaydon,2010-05-06,2009-05-06,9.108333333333334,5.333333333333333,12.808333333333335,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2010 General Election, Liberal Democrats,0,blaydon,2010-05-06,2009-05-06,9.108333333333334,5.333333333333333,12.808333333333335,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2010 General Election, Liberal Democrats,1,blaydon,2010-05-06,2009-05-06,9.108333333333334,5.333333333333333,12.808333333333335,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2015 General Election, UK Independence Party,0,blaydon,2015-05-07,2014-05-07,9.108333333333334,5.333333333333333,12.808333333333335,59.833333333333336,15.166666666666666,1012.3083333333334,6800.0
2017 General Election, Labour Party,1,birkenhead,2017-06-08,2016-06-08,10.866666666666667,7.541666666666667,14.008333333333333,42.699999999999996,15.518181818181816,1018.8,
2019 General Election, Green Party,39,birkenhead,2019-12-12,2018-12-12,10.866666666666667,7.541666666666667,14.008333333333333,42.699999999999996,15.518181818181816,1018.8,
2019 General Election, Green Party,17,birkenhead,2019-12-12,2018-12-12,10.866666666666667,7.541666666666667,14.008333333333333,42.699999999999996,15.518181818181816,1018.8,
2019 General Election, Green Party,10,birkenhead,2019-12-12,2018-12-12,10.866666666666667,7.541666666666667,14.008333333333333,42.699999999999996,15.518181818181816,1018.8,
2019 General Election, Green Party,12,birkenhead,2019-12-12,2018-12-12,10.866666666666667,7.541666666666667,14.008333333333333,42.699999999999996,15.518181818181816,1018.8,
2019 General Election, Green Party,19,birkenhead,2019-12-12,2018-12-12,10.866666666666667,7.541666666666667,14.008333333333333,42.699999999999996,15.518181818181816,1018.8,
2010 General Election, Conservative Party,0,burton,2010-05-06,2009-05-06,9.275000000000002,5.275000000000001,13.216666666666672,51.666666666666664,12.424999999999995,1013.0249999999997,6970.0
2010 General Election, Conservative Party,2,burton,2010-05-06,2009-05-06,9.275000000000002,5.275000000000001,13.216666666666672,51.666666666666664,12.424999999999995,1013.0249999999997,6970.0
2010 General Election, Liberal Democrats,3,burton,2010-05-06,2009-05-06,9.275000000000002,5.275000000000001,13.216666666666672,51.666666666666664,12.424999999999995,1013.0249999999997,6970.0
2010 General Election, Labour Party,0,burton,2010-05-06,2009-05-06,9.275000000000002,5.275000000000001,13.216666666666672,51.666666666666664,12.424999999999995,1013.0249999999997,6970.0
2010 General Election, Conservative Party,3,burton,2010-05-06,2009-05-06,9.275000000000002,5.275000000000001,13.216666666666672,51.666666666666664,12.424999999999995,1013.0249999999997,6970.0
2017 General Election, Conservative Party,1,burton,2017-06-08,2016-06-08,9.275000000000002,5.275000000000001,13.216666666666672,51.666666666666664,12.424999999999995,1013.0249999999997,6970.0
2010 General Election, Liberal Democrats,0,blyth valley,2010-05-06,2009-05-06,9.108333333333333,5.333333333333333,12.808333333333332,59.833333333333336,15.166666666666666,1012.3083333333333,6800.0
2010 General Election, Conservative Party,0,bury st edmunds,2010-05-06,2009-05-06,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2010 General Election, Labour Party,0,bury st edmunds,2010-05-06,2009-05-06,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2010 General Election, Green Party,25,bury st edmunds,2010-05-06,2009-05-06,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, UK Independence Party,1,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Liberal Democrats,2,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Labour Party,0,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Conservative Party,0,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Liberal Democrats,7,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Green Party,18,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Conservative Party,4,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2015 General Election, Liberal Democrats,0,bury st edmunds,2015-05-07,2014-05-07,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2017 General Election, Liberal Democrats,0,bury st edmunds,2017-06-08,2016-06-08,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2017 General Election, Labour Party,0,bury st edmunds,2017-06-08,2016-06-08,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2017 General Election, Green Party,13,bury st edmunds,2017-06-08,2016-06-08,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2017 General Election, Conservative Party,2,bury st edmunds,2017-06-08,2016-06-08,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2019 General Election, Green Party,25,bury st edmunds,2019-12-12,2018-12-12,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2019 General Election, Conservative Party,3,bury st edmunds,2019-12-12,2018-12-12,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2019 General Election, Labour Party,4,bury st edmunds,2019-12-12,2018-12-12,9.741666666666669,5.941666666666666,13.466666666666665,48.916666666666664,16.03333333333333,1013.3833333333332,7825.0
2010 General Election, Conservative Party,0,bolton west,2010-05-06,2009-05-06,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2010 General Election, Labour Party,0,bolton west,2010-05-06,2009-05-06,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2010 General Election, Liberal Democrats,0,bolton west,2010-05-06,2009-05-06,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2010 General Election, Conservative Party,4,bolton west,2010-05-06,2009-05-06,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2010 General Election, Green Party,13,bolton west,2010-05-06,2009-05-06,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2010 General Election, Labour Party,1,bolton west,2010-05-06,2009-05-06,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2015 General Election, Labour Party,1,bolton west,2015-05-07,2014-05-07,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2015 General Election, Conservative Party,4,bolton west,2015-05-07,2014-05-07,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2017 General Election, Conservative Party,0,bolton west,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2017 General Election, Conservative Party,5,bolton west,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
2017 General Election, Liberal Democrats,0,bolton west,2017-06-08,2016-06-08,9.241666666666665,5.508333333333333,12.950000000000003,51.666666666666664,13.98,1013.025,6970.0
